id_docente,sede,unidad_academica,tipo_vinculacion,jornada,nivel_aprobado_corte,cursos_realizados_corte,cursos_aprobados_corte,cursos_reprobados_corte,tasa_aprobacion_corte,dias_desde_ultima_actividad,dias_desde_ultimo_avance,actividades_ultimos_90_dias,target_progreso_6m,prediccion_progreso_6m,probabilidad_progreso_6m,riesgo_no_progreso_6m,nombre_docente,carga_asignada,cursos_ultimos_90_dias,cursos_ultimos_180_dias,actividades_realizadas_corte,actividades_ultimos_180_dias,promedio_final_score_corte,promedio_dias_entre_actividades,nivel_riesgo,perfil_actividad,inactividad_90d,tramo_aprobacion,tramo_cursos_aprobados,tramo_actividad
DOC_000896,TALCA,KINESIOLOGÍA,ADJUNTO,POR HORAS,INICIAL,14,14,0,100.0,168,369,0,0,0,0.0140444270030397,0.9859555729969602,Docente Sintético 000896,1,0,1,32,2,83.37,16.677419354838708,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000897,TALCA,KINESIOLOGÍA,ADJUNTO,POR HORAS,AVANZADO,19,19,0,100.0,3,141,10,0,1,0.520591399907618,0.4794086000923819,Docente Sintético 000897,1,2,4,55,16,83.23,15.555555555555555,MEDIO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,6+
DOC_000898,TALCA,MEDICINA,REGULAR,CONTRATADO,AVANZADO,17,17,0,100.0,4,219,2,0,0,0.3296789428697805,0.6703210571302195,Docente Sintético 000898,5,0,0,46,2,82.32,18.377777777777776,ALTO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,1–2
DOC_000899,TALCA,MEDICINA,REGULAR,CONTRATADO,INICIAL,14,14,0,100.0,80,199,2,0,0,0.0393351549069818,0.9606648450930182,Docente Sintético 000899,5,1,1,32,4,84.36,12.870967741935484,ALTO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,1–2
DOC_000900,TALCA,MEDICINA,REGULAR,CONTRATADO,INICIAL,16,15,1,93.75,472,578,0,0,0,0.0010870880029865,0.9989129119970136,Docente Sintético 000900,5,0,0,40,0,80.8,9.692307692307692,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000901,TALCA,MEDICINA,REGULAR,CONTRATADO,HABILITANTE,12,11,1,91.67,610,824,0,0,0,0.00012376974960717034,0.9998762302503929,Docente Sintético 000901,5,0,0,24,0,82.66,10.478260869565217,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000902,TALCA,MEDICINA,REGULAR,CONTRATADO,HABILITANTE,9,9,0,100.0,367,422,0,0,0,0.0005992257140957477,0.9994007742859042,Docente Sintético 000902,5,0,0,12,0,87.68,10.272727272727272,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,7–9,0
DOC_000903,TALCA,MEDICINA,ADJUNTO,POR HORAS,AVANZADO,19,19,0,100.0,44,140,6,0,0,0.1061422562594538,0.8938577437405462,Docente Sintético 000903,2,2,4,52,13,78.82,12.803921568627452,ALTO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,6+
DOC_000904,TALCA,MEDICINA,ADJUNTO,POR HORAS,SIN_NIVEL,0,0,0,0.0,121,121,0,0,0,0.0002888088803213583,0.9997111911196788,Docente Sintético 000904,2,0,0,0,0,,,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,≤50%,0–3,0
DOC_000906,TALCA,MEDICINA,ADJUNTO,POR HORAS,SIN_NIVEL,4,4,0,100.0,62,699,2,0,0,0.0268148931915369,0.9731851068084632,Docente Sintético 000906,2,2,4,4,4,87.58,13.666666666666666,ALTO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,4–6,1–2
DOC_000907,TALCA,MEDICINA,ADJUNTO,POR HORAS,AVANZADO,17,17,0,100.0,8,43,6,1,0,0.4248797546913064,0.5751202453086937,Docente Sintético 000907,2,2,3,45,13,79.76,18.818181818181817,MEDIO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,6+
DOC_000908,TALCA,MEDICINA,ADJUNTO,POR HORAS,AVANZADO,21,20,1,95.24,58,335,4,0,0,0.0121920423891801,0.98780795761082,Docente Sintético 000908,1,1,4,60,14,79.36,13.35593220338983,ALTO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,3–5
DOC_000909,TALCA,MEDICINA,ADJUNTO,POR HORAS,HABILITANTE,11,10,1,90.91,553,675,0,0,0,0.00016143453303466563,0.9998385654669654,Docente Sintético 000909,1,0,0,20,0,86.33,7.421052631578948,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000910,TALCA,MEDICINA,ADJUNTO,POR HORAS,AVANZADO,18,17,1,94.44,362,446,0,0,0,0.0005060008863729957,0.999493999113627,Docente Sintético 000910,1,0,0,48,0,81.43,10.319148936170214,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000911,TALCA,MEDICINA,ADJUNTO,POR HORAS,SIN_NIVEL,3,2,1,66.67,480,486,0,0,0,0.00026399863559876816,0.9997360013644012,Docente Sintético 000911,1,0,0,3,0,83.87,3.0,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,0–3,0
DOC_000912,TALCA,OBSTETRICIA Y PUERICULTURA,REGULAR,CONTRATADO,AVANZADO,19,19,0,100.0,5,248,9,1,1,0.7543303651622288,0.2456696348377711,Docente Sintético 000912,5,2,2,55,11,82.45,15.555555555555555,BAJO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,6+
DOC_000913,TALCA,OBSTETRICIA Y PUERICULTURA,REGULAR,CONTRATADO,INICIAL,16,16,0,100.0,477,579,0,0,0,0.016100843999931,0.9838991560000688,Docente Sintético 000913,5,0,0,40,0,81.12,9.435897435897436,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000914,TALCA,OBSTETRICIA Y PUERICULTURA,REGULAR,CONTRATADO,SIN_NIVEL,0,0,0,0.0,0,0,0,0,0,0.0003618999272872301,0.9996381000727128,Docente Sintético 000914,5,0,0,0,0,,,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,≤50%,0–3,0
DOC_000916,TALCA,OBSTETRICIA Y PUERICULTURA,ADJUNTO,POR HORAS,INICIAL,13,13,0,100.0,99,99,0,0,0,0.0439260726251735,0.9560739273748264,Docente Sintético 000916,2,0,2,28,8,85.43,14.25925925925926,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000917,TALCA,OBSTETRICIA Y PUERICULTURA,ADJUNTO,POR HORAS,AVANZADO,18,18,0,100.0,164,238,0,0,0,0.0274184257340909,0.9725815742659092,Docente Sintético 000917,2,0,1,48,2,82.3,14.382978723404255,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000918,TALCA,OBSTETRICIA Y PUERICULTURA,ADJUNTO,POR HORAS,SIN_NIVEL,5,4,1,80.0,400,486,0,0,0,0.0003505787221788548,0.9996494212778212,Docente Sintético 000918,2,0,0,5,0,83.62,17.0,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,4–6,0
DOC_000919,TALCA,OBSTETRICIA Y PUERICULTURA,ADJUNTO,POR HORAS,INICIAL,15,15,0,100.0,8,278,9,1,1,0.728155349174242,0.271844650825758,Docente Sintético 000919,2,2,2,39,11,87.38,17.973684210526315,BAJO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,6+
DOC_000920,TALCA,OBSTETRICIA Y PUERICULTURA,ADJUNTO,POR HORAS,HABILITANTE,12,10,2,83.33,426,668,0,0,0,0.00012376974960717034,0.9998762302503929,Docente Sintético 000920,2,0,0,24,0,81.48,11.565217391304348,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000921,TALCA,OBSTETRICIA Y PUERICULTURA,ADJUNTO,POR HORAS,SIN_NIVEL,3,3,0,100.0,107,121,0,0,0,0.0026835904366976,0.9973164095633024,Docente Sintético 000921,2,0,3,3,3,89.8,4.0,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,0–3,0
DOC_000922,TALCA,OBSTETRICIA Y PUERICULTURA,ADJUNTO,POR HORAS,INICIAL,16,16,0,100.0,12,187,8,0,1,0.5385240703626831,0.4614759296373169,Docente Sintético 000922,1,2,3,40,12,82.21,11.82051282051282,MEDIO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,6+
DOC_000923,TALCA,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,REGULAR,CONTRATADO,AVANZADO,17,17,0,100.0,149,149,0,0,0,0.0485835293808545,0.9514164706191456,Docente Sintético 000923,5,0,1,44,4,80.12,16.232558139534884,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000924,TALCA,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,REGULAR,CONTRATADO,HABILITANTE,11,10,1,90.91,285,426,0,0,0,0.00016143453303466563,0.9998385654669654,Docente Sintético 000924,5,0,0,20,0,86.43,10.157894736842104,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000925,TALCA,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,REGULAR,CONTRATADO,HABILITANTE,11,11,0,100.0,441,647,0,0,0,0.0006557228892369905,0.999344277110763,Docente Sintético 000925,5,0,0,20,0,87.27,13.473684210526317,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000926,TALCA,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,REGULAR,CONTRATADO,SIN_NIVEL,0,0,0,0.0,0,0,0,0,0,0.0003618999272872301,0.9996381000727128,Docente Sintético 000926,5,0,0,0,0,,,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,≤50%,0–3,0
DOC_000927,TALCA,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,REGULAR,CONTRATADO,INICIAL,13,13,0,100.0,2,191,2,0,0,0.1297142095070554,0.8702857904929445,Docente Sintético 000927,5,0,0,30,2,88.22,16.551724137931036,ALTO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,1–2
DOC_000928,TALCA,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,REGULAR,CONTRATADO,HABILITANTE,12,11,1,91.67,289,714,0,0,0,0.00012376974960717034,0.9998762302503929,Docente Sintético 000928,5,0,0,24,0,82.37,23.782608695652176,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000929,TALCA,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,REGULAR,CONTRATADO,HABILITANTE,10,9,1,90.0,579,782,0,0,0,0.00016143453303466563,0.9998385654669654,Docente Sintético 000929,5,0,0,16,0,87.02,17.266666666666666,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,7–9,0
DOC_000930,TALCA,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,ADJUNTO,POR HORAS,INICIAL,14,14,0,100.0,358,562,0,0,0,0.0062067210285908,0.9937932789714092,Docente Sintético 000930,3,0,0,32,0,85.21,15.64516129032258,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000931,TALCA,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,ADJUNTO,POR HORAS,AVANZADO,20,19,1,95.0,211,338,0,0,0,0.0005529492431805074,0.9994470507568196,Docente Sintético 000931,2,0,0,56,0,80.49,11.581818181818182,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000932,TALCA,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,ADJUNTO,POR HORAS,SIN_NIVEL,6,4,2,66.67,464,699,0,0,0,0.00022633385217127292,0.9997736661478288,Docente Sintético 000932,2,0,0,6,0,82.03,3.8,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,4–6,0
DOC_000933,TALCA,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,ADJUNTO,POR HORAS,AVANZADO,20,19,1,95.0,288,437,0,0,0,0.0005529492431805074,0.9994470507568196,Docente Sintético 000933,2,0,0,56,0,81.84,10.2,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000934,TALCA,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,ADJUNTO,POR HORAS,SIN_NIVEL,4,3,1,75.0,462,699,0,0,0,0.00026399863559876816,0.9997360013644012,Docente Sintético 000934,2,0,0,4,0,84.75,8.0,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,0–3,0
DOC_000935,TALCA,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,ADJUNTO,POR HORAS,AVANZADO,21,20,1,95.24,58,226,4,0,0,0.0055709788319565,0.9944290211680435,Docente Sintético 000935,2,1,4,60,13,79.6,13.23728813559322,ALTO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,3–5
DOC_000936,TALCA,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,ADJUNTO,POR HORAS,SIN_NIVEL,0,0,0,0.0,0,0,0,0,0,0.0003618999272872301,0.9996381000727128,Docente Sintético 000936,2,0,0,0,0,,,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,≤50%,0–3,0
DOC_000938,TALCA,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,ADJUNTO,POR HORAS,AVANZADO,21,20,1,95.24,61,235,4,0,0,0.0055709788319565,0.9944290211680435,Docente Sintético 000938,2,1,4,60,13,80.56,13.271186440677964,ALTO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,3–5
DOC_000939,TALCA,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,ADJUNTO,POR HORAS,HABILITANTE,10,9,1,90.0,409,633,0,0,0,0.00021034983618725692,0.9997896501638128,Docente Sintético 000939,2,0,0,16,0,82.39,18.53333333333333,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,7–9,0
DOC_000940,TALCA,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,ADJUNTO,POR HORAS,HABILITANTE,10,8,2,80.0,316,432,0,0,0,0.00016143453303466563,0.9998385654669654,Docente Sintético 000940,2,0,0,16,0,83.82,11.266666666666667,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,7–9,0
DOC_000941,TALCA,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,ADJUNTO,POR HORAS,SIN_NIVEL,1,1,0,100.0,689,699,0,0,0,0.0007106517636664247,0.9992893482363336,Docente Sintético 000941,2,0,0,1,0,94.5,,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,0–3,0
DOC_000942,TALCA,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,ADJUNTO,POR HORAS,HABILITANTE,9,9,0,100.0,443,712,0,0,0,0.0011480122423959,0.998851987757604,Docente Sintético 000942,2,0,0,12,0,85.84,35.27272727272727,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,7–9,0
DOC_000943,TALCA,PEDAGOGÍA EN EDUCACIÓN FÍSICA,REGULAR,CONTRATADO,SIN_NIVEL,7,3,4,42.86,96,121,0,0,0,0.0017473024556391,0.9982526975443607,Docente Sintético 000943,5,0,7,7,7,79.87,3.5,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,0–3,0
DOC_000945,TALCA,PEDAGOGÍA EN EDUCACIÓN FÍSICA,REGULAR,CONTRATADO,AVANZADO,17,17,0,100.0,8,149,2,1,0,0.419021030151344,0.5809789698486559,Docente Sintético 000945,5,0,2,46,7,82.82,18.57777777777778,MEDIO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,1–2
DOC_000947,TALCA,PEDAGOGÍA EN EDUCACIÓN FÍSICA,REGULAR,CONTRATADO,SIN_NIVEL,0,0,0,0.0,0,0,0,0,0,0.00035303467906027964,0.9996469653209398,Docente Sintético 000947,5,0,0,0,0,,,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,≤50%,0–3,0
DOC_000948,TALCA,PEDAGOGÍA EN EDUCACIÓN FÍSICA,REGULAR,CONTRATADO,HABILITANTE,11,9,2,81.82,529,788,0,0,0,0.00011490450138021998,0.9998850954986198,Docente Sintético 000948,5,0,0,20,0,79.89,16.42105263157895,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,7–9,0
DOC_000949,TALCA,PEDAGOGÍA EN EDUCACIÓN FÍSICA,REGULAR,CONTRATADO,SIN_NIVEL,0,0,0,0.0,0,0,0,0,0,0.00035303467906027964,0.9996469653209398,Docente Sintético 000949,5,0,0,0,0,,,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,≤50%,0–3,0
DOC_000950,TALCA,PEDAGOGÍA EN EDUCACIÓN FÍSICA,ADJUNTO,POR HORAS,HABILITANTE,10,9,1,90.0,668,777,0,0,0,0.0001525692848077153,0.9998474307151924,Docente Sintético 000950,2,0,0,16,0,87.88,11.333333333333334,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,7–9,0
DOC_000951,TALCA,PEDAGOGÍA EN EDUCACIÓN FÍSICA,ADJUNTO,POR HORAS,HABILITANTE,10,9,1,90.0,698,825,0,0,0,0.0001525692848077153,0.9998474307151924,Docente Sintético 000951,2,0,0,16,0,85.23,9.933333333333334,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,7–9,0
DOC_000952,TALCA,PEDAGOGÍA EN EDUCACIÓN FÍSICA,ADJUNTO,POR HORAS,AVANZADO,18,17,1,94.44,271,333,0,0,0,0.0015498053661258,0.9984501946338742,Docente Sintético 000952,2,0,0,48,0,83.38,9.063829787234043,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000953,TALCA,PEDAGOGÍA EN EDUCACIÓN FÍSICA,ADJUNTO,POR HORAS,AVANZADO,18,17,1,94.44,362,441,0,0,0,0.0005529492431805074,0.9994470507568196,Docente Sintético 000953,2,0,0,48,0,81.39,10.297872340425531,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000954,TALCA,PEDAGOGÍA EN EDUCACIÓN FÍSICA,ADJUNTO,POR HORAS,HABILITANTE,11,9,2,81.82,539,792,0,0,0,0.00011490450138021998,0.9998850954986198,Docente Sintético 000954,1,0,0,20,0,80.34,15.894736842105264,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,7–9,0
DOC_000955,TALCA,PEDAGOGÍA EN EDUCACIÓN FÍSICA,ADJUNTO,POR HORAS,SIN_NIVEL,3,2,1,66.67,312,486,0,0,0,0.00025513338737181783,0.9997448666126282,Docente Sintético 000955,1,0,0,3,0,86.23,8.0,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,0–3,0
DOC_000956,TALCA,PEDAGOGÍA EN EDUCACIÓN FÍSICA,ADJUNTO,POR HORAS,HABILITANTE,8,8,0,100.0,5,199,3,0,0,0.0396122278794651,0.9603877721205348,Docente Sintético 000956,1,0,0,11,3,90.15,31.7,ALTO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,7–9,3–5
DOC_000957,TALCA,PEDAGOGÍA EN EDUCACIÓN FÍSICA,ADJUNTO,POR HORAS,HABILITANTE,12,11,1,91.67,516,672,0,0,0,0.00011490450138021998,0.9998850954986198,Docente Sintético 000957,1,0,0,24,0,82.83,7.826086956521739,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000958,TALCA,PEDAGOGÍA EN EDUCACIÓN FÍSICA,ADJUNTO,POR HORAS,AVANZADO,19,19,0,100.0,8,241,9,1,1,0.6778181955857318,0.3221818044142682,Docente Sintético 000958,1,2,2,55,11,79.47,15.574074074074074,MEDIO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,6+
DOC_000959,TALCA,PEDAGOGÍA EN EDUCACIÓN FÍSICA,ADJUNTO,POR HORAS,SIN_NIVEL,0,0,0,0.0,0,0,0,0,0,0.00035303467906027964,0.9996469653209398,Docente Sintético 000959,1,0,0,0,0,,,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,≤50%,0–3,0
DOC_000960,TALCA,PEDAGOGÍA EN EDUCACIÓN FÍSICA,ADJUNTO,POR HORAS,HABILITANTE,9,9,0,100.0,723,791,0,0,0,0.0005903604658687973,0.9994096395341312,Docente Sintético 000960,1,0,0,12,0,88.21,10.636363636363637,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,7–9,0
DOC_000961,TALCA,PEDAGOGÍA EN EDUCACIÓN FÍSICA,ADJUNTO,POR HORAS,AVANZADO,20,19,1,95.0,184,323,0,0,0,0.0032340531878307,0.9967659468121692,Docente Sintético 000961,1,0,0,56,0,82.85,11.89090909090909,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000962,TALCA,PEDAGOGÍA EN EDUCACIÓN FÍSICA,ADJUNTO,POR HORAS,HABILITANTE,9,9,0,100.0,612,735,0,0,0,0.0010811759796762,0.9989188240203238,Docente Sintético 000962,1,0,0,12,0,91.18,21.63636363636364,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,7–9,0
DOC_000963,TALCA,PSICOLOGÍA,REGULAR,CONTRATADO,SIN_NIVEL,3,2,1,66.67,321,333,0,0,0,0.00022633385217127292,0.9997736661478288,Docente Sintético 000963,5,0,0,3,0,75.53,4.0,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,0–3,0
DOC_000964,TALCA,PSICOLOGÍA,REGULAR,CONTRATADO,INICIAL,16,15,1,93.75,253,430,0,0,0,0.007486770045861,0.9925132299541388,Docente Sintético 000964,5,0,0,40,0,80.71,15.025641025641026,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000965,TALCA,PSICOLOGÍA,REGULAR,CONTRATADO,SIN_NIVEL,0,0,0,0.0,0,0,0,0,0,0.0003618999272872301,0.9996381000727128,Docente Sintético 000965,5,0,0,0,0,,,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,≤50%,0–3,0
DOC_000966,TALCA,PSICOLOGÍA,REGULAR,CONTRATADO,HABILITANTE,12,10,2,83.33,408,643,0,0,0,0.00012376974960717034,0.9998762302503929,Docente Sintético 000966,5,0,0,24,0,80.67,12.434782608695652,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000967,TALCA,PSICOLOGÍA,REGULAR,CONTRATADO,INICIAL,15,15,0,100.0,4,280,9,1,1,0.828848216588935,0.1711517834110649,Docente Sintético 000967,5,2,2,39,11,83.16,18.23684210526316,BAJO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,6+
DOC_000968,TALCA,PSICOLOGÍA,REGULAR,CONTRATADO,HABILITANTE,11,11,0,100.0,635,798,0,0,0,0.0005992257140957477,0.9994007742859042,Docente Sintético 000968,5,0,0,20,0,84.39,11.31578947368421,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000969,TALCA,PSICOLOGÍA,REGULAR,CONTRATADO,SIN_NIVEL,0,0,0,0.0,121,121,0,0,0,0.0002888088803213583,0.9997111911196788,Docente Sintético 000969,5,0,0,0,0,,,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,≤50%,0–3,0
DOC_000970,TALCA,PSICOLOGÍA,ADJUNTO,POR HORAS,HABILITANTE,9,8,1,88.89,733,795,0,0,0,0.00012376974960717034,0.9998762302503929,Docente Sintético 000970,2,0,0,12,0,82.7,10.272727272727272,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,7–9,0
DOC_000971,TALCA,PSICOLOGÍA,ADJUNTO,POR HORAS,INICIAL,15,14,1,93.33,307,555,0,0,0,0.0015306564584357,0.9984693435415642,Docente Sintético 000971,1,0,0,36,0,82.85,15.342857142857143,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000972,TALCA,PSICOLOGÍA,ADJUNTO,POR HORAS,INICIAL,16,16,0,100.0,92,374,0,0,0,0.0652339204054556,0.9347660795945444,Docente Sintético 000972,1,0,3,40,9,83.94,15.282051282051285,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000974,TALCA,PSICOLOGÍA,ADJUNTO,POR HORAS,HABILITANTE,10,9,1,90.0,593,740,0,0,0,0.00024801461961475226,0.9997519853803852,Docente Sintético 000974,1,0,0,16,0,86.72,16.666666666666668,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,7–9,0
DOC_000975,TALCA,PSICOLOGÍA,ADJUNTO,POR HORAS,HABILITANTE,11,10,1,90.91,657,823,0,0,0,0.00016143453303466563,0.9998385654669654,Docente Sintético 000975,1,0,0,20,0,84.48,10.0,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000976,TALCA,PSICOLOGÍA,ADJUNTO,POR HORAS,HABILITANTE,13,10,3,76.92,558,786,0,0,0,0.00012376974960717034,0.9998762302503929,Docente Sintético 000976,1,0,0,28,0,78.04,10.666666666666666,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,10+,0
DOC_000978,TALCA,PSICOLOGÍA,ADJUNTO,POR HORAS,HABILITANTE,9,9,0,100.0,259,426,0,0,0,0.0011480122423959,0.998851987757604,Docente Sintético 000978,1,0,0,12,0,87.01,20.63636363636364,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,7–9,0
DOC_000979,TALCA,PSICOLOGÍA,ADJUNTO,POR HORAS,INICIAL,16,16,0,100.0,4,204,8,1,1,0.7065689040318266,0.2934310959681734,Docente Sintético 000979,1,2,3,40,12,83.54,12.282051282051285,BAJO,CON ACTIVIDAD 90D,CON ACTIVIDAD 90D,,10+,6+
DOC_000980,TALCA,PSICOLOGÍA,ADJUNTO,POR HORAS,HABILITANTE,12,9,3,75.0,614,825,0,0,0,0.00012376974960717034,0.9998762302503929,Docente Sintético 000980,1,0,0,24,0,79.7,10.304347826086955,ALTO,SIN ACTIVIDAD 90D,SIN ACTIVIDAD 90D,,7–9,0
