id_docente,sede,unidad_academica,tipo_vinculacion,jornada,nivel_aprobado_corte
DOC_000485,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,REGULAR,CONTRATADO,AVANZADO
DOC_000486,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,REGULAR,CONTRATADO,AVANZADO
DOC_000487,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,REGULAR,CONTRATADO,EXPERTO
DOC_000488,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,REGULAR,CONTRATADO,AVANZADO
DOC_000489,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000490,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000491,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000492,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000493,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000494,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,ADJUNTO,POR HORAS,EXPERTO
DOC_000495,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000496,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000497,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,ADJUNTO,POR HORAS,AVANZADO
DOC_000498,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000499,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000500,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,ADJUNTO,POR HORAS,AVANZADO
DOC_000501,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN EN EDUCACIÓN MATEMÁTICA,ADJUNTO,POR HORAS,AVANZADO
DOC_000502,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL,REGULAR,CONTRATADO,HABILITANTE
DOC_000503,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000504,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000505,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL,REGULAR,CONTRATADO,HABILITANTE
DOC_000506,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL,REGULAR,CONTRATADO,HABILITANTE
DOC_000507,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL,REGULAR,CONTRATADO,AVANZADO
DOC_000508,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL,REGULAR,CONTRATADO,EXPERTO
DOC_000509,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL,ADJUNTO,POR HORAS,AVANZADO
DOC_000510,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL,ADJUNTO,POR HORAS,INICIAL
DOC_000511,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000512,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL,ADJUNTO,POR HORAS,HABILITANTE
DOC_000513,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000514,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000515,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000516,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL,ADJUNTO,POR HORAS,HABILITANTE
DOC_000517,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000518,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL,ADJUNTO,POR HORAS,AVANZADO
DOC_000519,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL,ADJUNTO,POR HORAS,AVANZADO
DOC_000520,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL,ADJUNTO,POR HORAS,INICIAL
DOC_000521,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL,ADJUNTO,POR HORAS,HABILITANTE
DOC_000522,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN FÍSICA,REGULAR,CONTRATADO,HABILITANTE
DOC_000523,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN FÍSICA,REGULAR,CONTRATADO,AVANZADO
DOC_000524,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN FÍSICA,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000525,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN FÍSICA,REGULAR,CONTRATADO,INICIAL
DOC_000526,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN FÍSICA,REGULAR,CONTRATADO,EXPERTO
DOC_000527,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN FÍSICA,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000528,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN FÍSICA,REGULAR,CONTRATADO,INICIAL
DOC_000529,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN FÍSICA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000530,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN FÍSICA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000531,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN FÍSICA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000532,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN FÍSICA,ADJUNTO,POR HORAS,INICIAL
DOC_000533,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN FÍSICA,ADJUNTO,POR HORAS,AVANZADO
DOC_000534,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN FÍSICA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000535,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN FÍSICA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000536,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN FÍSICA,ADJUNTO,POR HORAS,INICIAL
DOC_000537,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN FÍSICA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000538,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN FÍSICA,ADJUNTO,POR HORAS,AVANZADO
DOC_000539,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN FÍSICA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000540,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN FÍSICA,ADJUNTO,POR HORAS,AVANZADO
DOC_000541,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN FÍSICA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000542,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN PARVULARIA,REGULAR,CONTRATADO,HABILITANTE
DOC_000543,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN PARVULARIA,REGULAR,CONTRATADO,AVANZADO
DOC_000544,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN PARVULARIA,REGULAR,CONTRATADO,AVANZADO
DOC_000545,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN PARVULARIA,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000546,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN PARVULARIA,REGULAR,CONTRATADO,AVANZADO
DOC_000547,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN PARVULARIA,REGULAR,CONTRATADO,HABILITANTE
DOC_000548,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN PARVULARIA,REGULAR,CONTRATADO,HABILITANTE
DOC_000549,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN PARVULARIA,ADJUNTO,POR HORAS,INICIAL
DOC_000550,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN PARVULARIA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000551,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN PARVULARIA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000552,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN PARVULARIA,ADJUNTO,POR HORAS,AVANZADO
DOC_000553,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN PARVULARIA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000554,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN PARVULARIA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000555,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN PARVULARIA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000556,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN PARVULARIA,ADJUNTO,POR HORAS,AVANZADO
DOC_000557,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN PARVULARIA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000558,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN PARVULARIA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000559,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN PARVULARIA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000560,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN PARVULARIA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000561,SANTIAGO,PEDAGOGÍA EN EDUCACIÓN PARVULARIA,ADJUNTO,POR HORAS,INICIAL
DOC_000562,SANTIAGO,"PEDAGOGÍA EN HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",REGULAR,CONTRATADO,SIN_NIVEL
DOC_000563,SANTIAGO,"PEDAGOGÍA EN HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",REGULAR,CONTRATADO,AVANZADO
DOC_000564,SANTIAGO,"PEDAGOGÍA EN HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",REGULAR,CONTRATADO,SIN_NIVEL
DOC_000565,SANTIAGO,"PEDAGOGÍA EN HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",REGULAR,CONTRATADO,SIN_NIVEL
DOC_000566,SANTIAGO,"PEDAGOGÍA EN HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",REGULAR,CONTRATADO,AVANZADO
DOC_000567,SANTIAGO,"PEDAGOGÍA EN HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",REGULAR,CONTRATADO,INICIAL
DOC_000568,SANTIAGO,"PEDAGOGÍA EN HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",REGULAR,CONTRATADO,HABILITANTE
DOC_000569,SANTIAGO,"PEDAGOGÍA EN HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",ADJUNTO,POR HORAS,AVANZADO
DOC_000570,SANTIAGO,"PEDAGOGÍA EN HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",ADJUNTO,POR HORAS,AVANZADO
DOC_000571,SANTIAGO,"PEDAGOGÍA EN HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000572,SANTIAGO,"PEDAGOGÍA EN HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",ADJUNTO,POR HORAS,HABILITANTE
DOC_000573,SANTIAGO,"PEDAGOGÍA EN HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",ADJUNTO,POR HORAS,HABILITANTE
DOC_000574,SANTIAGO,"PEDAGOGÍA EN HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",ADJUNTO,POR HORAS,EXPERTO
DOC_000575,SANTIAGO,"PEDAGOGÍA EN HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",ADJUNTO,POR HORAS,HABILITANTE
DOC_000576,SANTIAGO,"PEDAGOGÍA EN HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",ADJUNTO,POR HORAS,HABILITANTE
DOC_000577,SANTIAGO,"PEDAGOGÍA EN HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000578,SANTIAGO,"PEDAGOGÍA EN HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",ADJUNTO,POR HORAS,INICIAL
DOC_000579,SANTIAGO,"PEDAGOGÍA EN HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000580,SANTIAGO,"PEDAGOGÍA EN HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000581,SANTIAGO,"PEDAGOGÍA EN HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",ADJUNTO,POR HORAS,AVANZADO
DOC_000582,SANTIAGO,PEDAGOGÍA EN INGLÉS,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000583,SANTIAGO,PEDAGOGÍA EN INGLÉS,REGULAR,CONTRATADO,AVANZADO
DOC_000584,SANTIAGO,PEDAGOGÍA EN INGLÉS,REGULAR,CONTRATADO,HABILITANTE
DOC_000585,SANTIAGO,PEDAGOGÍA EN INGLÉS,REGULAR,CONTRATADO,EXPERTO
DOC_000586,SANTIAGO,PEDAGOGÍA EN INGLÉS,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000587,SANTIAGO,PEDAGOGÍA EN INGLÉS,REGULAR,CONTRATADO,HABILITANTE
DOC_000588,SANTIAGO,PEDAGOGÍA EN INGLÉS,REGULAR,CONTRATADO,HABILITANTE
DOC_000589,SANTIAGO,PEDAGOGÍA EN INGLÉS,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000590,SANTIAGO,PEDAGOGÍA EN INGLÉS,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000591,SANTIAGO,PEDAGOGÍA EN INGLÉS,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000592,SANTIAGO,PEDAGOGÍA EN INGLÉS,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000593,SANTIAGO,PEDAGOGÍA EN INGLÉS,ADJUNTO,POR HORAS,AVANZADO
DOC_000594,SANTIAGO,PEDAGOGÍA EN INGLÉS,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000595,SANTIAGO,PEDAGOGÍA EN INGLÉS,ADJUNTO,POR HORAS,HABILITANTE
DOC_000596,SANTIAGO,PEDAGOGÍA EN INGLÉS,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000597,SANTIAGO,PEDAGOGÍA EN INGLÉS,ADJUNTO,POR HORAS,EXPERTO
DOC_000598,SANTIAGO,PEDAGOGÍA EN INGLÉS,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000599,SANTIAGO,PEDAGOGÍA EN INGLÉS,ADJUNTO,POR HORAS,INICIAL
DOC_000600,SANTIAGO,PEDAGOGÍA EN INGLÉS,ADJUNTO,POR HORAS,INICIAL
DOC_000601,SANTIAGO,PEDAGOGÍA EN INGLÉS,ADJUNTO,POR HORAS,HABILITANTE
DOC_000602,SANTIAGO,PEDAGOGÍA EN LENGUA CASTELLANA Y COMUNICACIÓN,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000603,SANTIAGO,PEDAGOGÍA EN LENGUA CASTELLANA Y COMUNICACIÓN,REGULAR,CONTRATADO,HABILITANTE
DOC_000604,SANTIAGO,PEDAGOGÍA EN LENGUA CASTELLANA Y COMUNICACIÓN,REGULAR,CONTRATADO,AVANZADO
DOC_000605,SANTIAGO,PEDAGOGÍA EN LENGUA CASTELLANA Y COMUNICACIÓN,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000606,SANTIAGO,PEDAGOGÍA EN LENGUA CASTELLANA Y COMUNICACIÓN,REGULAR,CONTRATADO,AVANZADO
DOC_000607,SANTIAGO,PEDAGOGÍA EN LENGUA CASTELLANA Y COMUNICACIÓN,REGULAR,CONTRATADO,AVANZADO
DOC_000608,SANTIAGO,PEDAGOGÍA EN LENGUA CASTELLANA Y COMUNICACIÓN,REGULAR,CONTRATADO,AVANZADO
DOC_000609,SANTIAGO,PEDAGOGÍA EN LENGUA CASTELLANA Y COMUNICACIÓN,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000610,SANTIAGO,PEDAGOGÍA EN LENGUA CASTELLANA Y COMUNICACIÓN,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000611,SANTIAGO,PEDAGOGÍA EN LENGUA CASTELLANA Y COMUNICACIÓN,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000612,SANTIAGO,PEDAGOGÍA EN LENGUA CASTELLANA Y COMUNICACIÓN,ADJUNTO,POR HORAS,INICIAL
DOC_000613,SANTIAGO,PEDAGOGÍA EN LENGUA CASTELLANA Y COMUNICACIÓN,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000614,SANTIAGO,PEDAGOGÍA EN LENGUA CASTELLANA Y COMUNICACIÓN,ADJUNTO,POR HORAS,AVANZADO
DOC_000615,SANTIAGO,PEDAGOGÍA EN LENGUA CASTELLANA Y COMUNICACIÓN,ADJUNTO,POR HORAS,HABILITANTE
DOC_000616,SANTIAGO,PEDAGOGÍA EN LENGUA CASTELLANA Y COMUNICACIÓN,ADJUNTO,POR HORAS,HABILITANTE
DOC_000617,SANTIAGO,PEDAGOGÍA EN LENGUA CASTELLANA Y COMUNICACIÓN,ADJUNTO,POR HORAS,HABILITANTE
DOC_000618,SANTIAGO,PEDAGOGÍA EN LENGUA CASTELLANA Y COMUNICACIÓN,ADJUNTO,POR HORAS,HABILITANTE
DOC_000619,SANTIAGO,PEDAGOGÍA EN LENGUA CASTELLANA Y COMUNICACIÓN,ADJUNTO,POR HORAS,EXPERTO
DOC_000620,SANTIAGO,PEDAGOGÍA EN LENGUA CASTELLANA Y COMUNICACIÓN,ADJUNTO,POR HORAS,HABILITANTE
DOC_000621,SANTIAGO,PEDAGOGÍA EN LENGUA CASTELLANA Y COMUNICACIÓN,ADJUNTO,POR HORAS,INICIAL
DOC_000622,SANTIAGO,PERIODISMO,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000623,SANTIAGO,PERIODISMO,REGULAR,CONTRATADO,HABILITANTE
DOC_000624,SANTIAGO,PERIODISMO,REGULAR,CONTRATADO,AVANZADO
DOC_000625,SANTIAGO,PERIODISMO,REGULAR,CONTRATADO,AVANZADO
DOC_000626,SANTIAGO,PERIODISMO,REGULAR,CONTRATADO,HABILITANTE
DOC_000627,SANTIAGO,PERIODISMO,REGULAR,CONTRATADO,INICIAL
DOC_000628,SANTIAGO,PERIODISMO,REGULAR,CONTRATADO,AVANZADO
DOC_000629,SANTIAGO,PERIODISMO,ADJUNTO,POR HORAS,HABILITANTE
DOC_000630,SANTIAGO,PERIODISMO,ADJUNTO,POR HORAS,HABILITANTE
DOC_000631,SANTIAGO,PERIODISMO,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000632,SANTIAGO,PERIODISMO,ADJUNTO,POR HORAS,AVANZADO
DOC_000633,SANTIAGO,PERIODISMO,ADJUNTO,POR HORAS,EXPERTO
DOC_000634,SANTIAGO,PERIODISMO,ADJUNTO,POR HORAS,HABILITANTE
DOC_000635,SANTIAGO,PERIODISMO,ADJUNTO,POR HORAS,AVANZADO
DOC_000636,SANTIAGO,PERIODISMO,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000637,SANTIAGO,PERIODISMO,ADJUNTO,POR HORAS,AVANZADO
DOC_000638,SANTIAGO,PERIODISMO,ADJUNTO,POR HORAS,HABILITANTE
DOC_000639,SANTIAGO,PERIODISMO,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000640,SANTIAGO,PERIODISMO,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000641,SANTIAGO,PERIODISMO,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000642,SANTIAGO,PSICOLOGÍA,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000643,SANTIAGO,PSICOLOGÍA,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000644,SANTIAGO,PSICOLOGÍA,REGULAR,CONTRATADO,INICIAL
DOC_000645,SANTIAGO,PSICOLOGÍA,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000646,SANTIAGO,PSICOLOGÍA,REGULAR,CONTRATADO,AVANZADO
DOC_000647,SANTIAGO,PSICOLOGÍA,REGULAR,CONTRATADO,HABILITANTE
DOC_000648,SANTIAGO,PSICOLOGÍA,REGULAR,CONTRATADO,INICIAL
DOC_000649,SANTIAGO,PSICOLOGÍA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000650,SANTIAGO,PSICOLOGÍA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000651,SANTIAGO,PSICOLOGÍA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000652,SANTIAGO,PSICOLOGÍA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000653,SANTIAGO,PSICOLOGÍA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000654,SANTIAGO,PSICOLOGÍA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000655,SANTIAGO,PSICOLOGÍA,ADJUNTO,POR HORAS,INICIAL
DOC_000656,SANTIAGO,PSICOLOGÍA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000657,SANTIAGO,PSICOLOGÍA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000658,SANTIAGO,PSICOLOGÍA,ADJUNTO,POR HORAS,INICIAL
DOC_000659,SANTIAGO,PSICOLOGÍA,ADJUNTO,POR HORAS,INICIAL
DOC_000660,SANTIAGO,PSICOLOGÍA,ADJUNTO,POR HORAS,AVANZADO
DOC_000661,SANTIAGO,PSICOLOGÍA,ADJUNTO,POR HORAS,AVANZADO
DOC_000662,SANTIAGO,PUBLICIDAD Y COMUNICACIÓN INTEGRAL,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000663,SANTIAGO,PUBLICIDAD Y COMUNICACIÓN INTEGRAL,REGULAR,CONTRATADO,HABILITANTE
DOC_000664,SANTIAGO,PUBLICIDAD Y COMUNICACIÓN INTEGRAL,REGULAR,CONTRATADO,HABILITANTE
DOC_000665,SANTIAGO,PUBLICIDAD Y COMUNICACIÓN INTEGRAL,REGULAR,CONTRATADO,AVANZADO
DOC_000666,SANTIAGO,PUBLICIDAD Y COMUNICACIÓN INTEGRAL,REGULAR,CONTRATADO,HABILITANTE
DOC_000667,SANTIAGO,PUBLICIDAD Y COMUNICACIÓN INTEGRAL,REGULAR,CONTRATADO,HABILITANTE
DOC_000668,SANTIAGO,PUBLICIDAD Y COMUNICACIÓN INTEGRAL,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000669,SANTIAGO,PUBLICIDAD Y COMUNICACIÓN INTEGRAL,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000670,SANTIAGO,PUBLICIDAD Y COMUNICACIÓN INTEGRAL,ADJUNTO,POR HORAS,HABILITANTE
DOC_000671,SANTIAGO,PUBLICIDAD Y COMUNICACIÓN INTEGRAL,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000672,SANTIAGO,PUBLICIDAD Y COMUNICACIÓN INTEGRAL,ADJUNTO,POR HORAS,INICIAL
DOC_000673,SANTIAGO,PUBLICIDAD Y COMUNICACIÓN INTEGRAL,ADJUNTO,POR HORAS,INICIAL
DOC_000674,SANTIAGO,PUBLICIDAD Y COMUNICACIÓN INTEGRAL,ADJUNTO,POR HORAS,AVANZADO
DOC_000675,SANTIAGO,PUBLICIDAD Y COMUNICACIÓN INTEGRAL,ADJUNTO,POR HORAS,AVANZADO
DOC_000676,SANTIAGO,PUBLICIDAD Y COMUNICACIÓN INTEGRAL,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000677,SANTIAGO,PUBLICIDAD Y COMUNICACIÓN INTEGRAL,ADJUNTO,POR HORAS,EXPERTO
DOC_000678,SANTIAGO,PUBLICIDAD Y COMUNICACIÓN INTEGRAL,ADJUNTO,POR HORAS,EXPERTO
DOC_000679,SANTIAGO,QUÍMICA Y FARMACIA,REGULAR,CONTRATADO,HABILITANTE
DOC_000680,SANTIAGO,QUÍMICA Y FARMACIA,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000681,SANTIAGO,QUÍMICA Y FARMACIA,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000682,SANTIAGO,QUÍMICA Y FARMACIA,REGULAR,CONTRATADO,INICIAL
DOC_000683,SANTIAGO,QUÍMICA Y FARMACIA,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000684,SANTIAGO,QUÍMICA Y FARMACIA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000685,SANTIAGO,QUÍMICA Y FARMACIA,ADJUNTO,POR HORAS,AVANZADO
DOC_000686,SANTIAGO,QUÍMICA Y FARMACIA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000687,SANTIAGO,QUÍMICA Y FARMACIA,ADJUNTO,POR HORAS,AVANZADO
DOC_000688,SANTIAGO,QUÍMICA Y FARMACIA,ADJUNTO,POR HORAS,AVANZADO
DOC_000689,SANTIAGO,QUÍMICA Y FARMACIA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000690,SANTIAGO,QUÍMICA Y FARMACIA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000691,SANTIAGO,QUÍMICA Y FARMACIA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000692,SANTIAGO,QUÍMICA Y FARMACIA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000693,SANTIAGO,TERAPIA OCUPACIONAL,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000694,SANTIAGO,TERAPIA OCUPACIONAL,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000695,SANTIAGO,TERAPIA OCUPACIONAL,REGULAR,CONTRATADO,EXPERTO
DOC_000696,SANTIAGO,TERAPIA OCUPACIONAL,REGULAR,CONTRATADO,INICIAL
